,Id,SalePrice,SalePrice_log,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasGasHeating,HasExBsmtQual,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
679,680,128500,11.76368418,20,70.04995837,9945,5,1961,57,TA,827,161,988,988,0,988,1,0,1,0,1,TA,5,Detchd,Unf,572,TA,0,0,0,0,0,1976,3968,0,2,0,0,0,0,0,1,1,0,1,1,1,0,1
680,681,143000,11.87059991,120,50,8012,6,1980,0,TA,543,261,923,923,0,923,0,0,2,0,1,TA,5,Attchd,RFn,264,TA,80,0,0,0,0,1846,3990,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1
681,682,159434,11.97938532,50,55,4500,5,1932,0,TA,182,611,793,848,672,1520,0,0,1,0,1,TA,6,Detchd,Unf,281,TA,0,0,56,0,0,2313,4009,56,1,0,1,1,0,0,1,1,0,1,1,0,0,1
682,683,173000,12.06104687,120,70.04995837,2887,6,1996,0,TA,1003,288,1291,1291,0,1291,1,0,1,0,1,Gd,6,Attchd,Unf,431,TA,307,0,0,0,0,2582,4005,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
683,684,285000,12.56024446,20,90,11248,9,2002,215,Gd,1059,567,1626,1668,0,1668,1,0,2,0,1,Gd,7,Attchd,Fin,702,TA,257,45,0,0,0,3294,4009,45,3,3,0,1,1,0,1,1,0,1,1,2,1,1
684,685,221000,12.30591798,60,58,16770,7,1998,30,Gd,0,1195,1195,1195,644,1839,0,0,2,1,1,TA,7,Attchd,Fin,486,TA,0,81,0,0,0,3034,4008,81,2.5,0,1,1,0,0,1,1,0,1,1,2,0,2
685,686,207500,12.24288662,160,70.04995837,5062,7,1984,0,Gd,828,180,1190,1190,900,2090,1,0,2,0,1,Gd,6,Attchd,Fin,577,TA,219,0,0,0,0,3280,3991,0,3,0,1,0,1,0,1,1,0,1,1,1,0,2
686,687,227875,12.33655251,60,84,10207,7,2007,0,Gd,0,874,874,874,887,1761,0,0,3,0,1,Gd,7,Attchd,Fin,578,TA,144,105,0,0,0,2635,4014,105,3,0,1,1,1,0,1,1,0,0,1,2,0,1
687,688,148800,11.9103584,160,70.04995837,5105,7,2004,0,Gd,239,312,551,551,551,1102,0,0,2,1,1,Gd,4,Detchd,Unf,480,TA,0,60,0,0,0,1653,4011,60,2.5,0,1,1,0,0,1,1,0,1,1,2,0,1
688,689,392000,12.87901712,20,60,8089,8,2007,0,Gd,945,474,1419,1419,0,1419,1,0,2,0,1,Gd,7,Attchd,RFn,567,TA,140,0,0,0,0,2838,4014,0,3,0,0,0,1,0,1,1,0,0,1,2,0,2
689,690,194700,12.17921519,120,61,7577,6,2005,256,Gd,20,1342,1362,1362,0,1362,0,0,2,0,1,Gd,6,Attchd,RFn,460,TA,192,28,0,0,0,2724,4013,28,2,0,0,1,1,0,1,1,0,1,1,2,1,2
690,691,141000,11.85651517,120,70.04995837,4426,6,2004,147,Gd,697,151,848,848,0,848,1,0,1,0,1,Gd,3,Attchd,RFn,420,TA,149,0,0,0,0,1696,4012,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
691,692,755000,13.53447303,60,104,21535,10,1994,1170,Ex,1455,989,2444,2444,1872,4316,0,1,3,1,1,Ex,10,Attchd,Fin,832,TA,382,50,0,0,0,6760,4002,50,4,3,1,1,1,0,2,1,1,1,1,2,0,2
692,693,335000,12.72188581,60,42,26178,7,1989,293,Gd,965,245,1210,1238,1281,2519,1,0,2,1,1,Gd,9,Attchd,RFn,628,TA,320,27,0,0,0,3729,3996,27,3.5,0,1,1,1,0,1,1,0,1,1,2,0,1
693,694,108480,11.5943211,30,60,5400,5,1921,0,TA,0,1073,1073,1073,0,1073,0,0,1,0,1,TA,4,Detchd,Unf,326,TA,0,0,112,0,0,2146,3974,112,1,0,0,1,0,0,1,1,0,0,1,0,0,1
694,695,141500,11.860055,50,51,6120,5,1936,0,TA,0,927,927,1067,472,1539,0,0,1,1,1,TA,5,Detchd,Unf,576,TA,112,0,0,0,0,2466,3959,0,1.5,0,1,0,1,0,1,1,0,0,1,0,0,1
695,696,176000,12.07823927,20,54,13811,6,1987,72,TA,980,92,1112,1137,0,1137,1,0,2,0,1,Gd,5,Attchd,Unf,551,TA,125,0,0,0,0,2249,3993,0,3,0,0,0,1,0,1,1,0,1,1,1,0,1
696,697,89000,11.39639165,30,50,6000,5,1921,0,TA,616,0,616,616,0,616,0,0,1,0,1,TA,4,Detchd,Unf,205,TA,0,0,129,0,0,1232,3956,129,1,0,0,1,0,0,1,1,0,0,1,1,0,1
697,698,123500,11.72399644,20,57,6420,5,1952,0,TA,210,219,980,1148,0,1148,0,1,1,0,1,TA,6,Detchd,Unf,308,TA,0,0,0,0,0,2128,3958,0,1.5,0,0,0,0,0,1,1,1,1,1,2,0,1
698,699,138500,11.8386256,20,65,8450,5,1965,0,TA,553,224,894,894,0,894,1,0,1,0,1,TA,5,Detchd,Unf,336,TA,416,144,0,0,0,1788,4019,144,2,0,0,1,1,0,1,1,0,0,1,1,0,1
699,700,196000,12.18586994,120,59,4282,7,2004,0,Gd,16,1375,1391,1391,0,1391,0,0,2,0,1,Gd,5,Attchd,RFn,530,TA,156,158,0,0,0,2782,4012,158,2,0,0,1,1,0,1,1,0,1,1,2,0,1
700,701,312500,12.65235975,20,85,14331,8,2002,630,Gd,1274,526,1800,1800,0,1800,1,0,2,0,1,Gd,7,Attchd,Fin,765,TA,270,78,0,0,0,3600,4008,78,3,3,0,1,1,0,1,1,1,0,1,2,0,1
701,702,140000,11.8493977,20,80,9600,7,1969,168,TA,0,1164,1164,1164,0,1164,0,0,1,1,1,TA,6,Attchd,Unf,528,TA,0,0,0,0,0,2328,3975,0,1.5,0,0,0,0,0,1,1,0,0,1,1,0,1
702,703,361919,12.79917571,60,82,12438,8,2006,466,Ex,0,1234,1234,1264,1312,2576,0,0,2,1,1,Ex,10,BuiltIn,Fin,666,TA,324,100,0,0,0,3810,4012,100,2.5,3,1,1,1,0,1,1,1,1,1,2,0,2
703,704,140000,11.8493977,190,76,7630,5,1900,0,TA,0,360,360,1032,780,1812,0,0,2,0,2,Gd,8,Detchd,Unf,672,TA,344,0,40,0,0,2172,4006,40,2,0,1,1,1,0,1,1,0,0,1,0,0,1
704,705,213000,12.26904744,20,70,8400,7,2004,109,Gd,712,761,1473,1484,0,1484,1,0,2,0,1,Gd,7,Attchd,RFn,606,TA,0,35,0,144,0,2957,4015,179,3,0,0,1,0,0,1,1,0,0,1,2,0,1
705,706,55000,10.91508846,190,70,5600,4,1930,0,Fa,0,0,0,372,720,1092,0,0,2,0,2,Fa,7,None,None,0,None,0,0,0,0,0,1092,3960,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0
707,708,254000,12.44508955,120,48,6240,8,2006,176,Gd,863,461,1324,1324,0,1324,1,0,2,0,1,Gd,6,Attchd,Fin,550,TA,192,38,0,0,0,2648,4015,38,3,0,0,1,1,0,1,1,0,0,1,2,0,2
708,709,179540,12.0981533,60,65,9018,7,2007,0,Gd,0,728,728,728,728,1456,0,0,2,1,1,Gd,8,Attchd,Fin,400,TA,100,24,0,0,0,2184,4014,24,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
709,710,109900,11.60732614,20,70.04995837,7162,5,1966,41,TA,0,876,876,904,0,904,0,0,1,0,1,TA,6,Attchd,Unf,408,TA,0,0,0,0,0,1780,3974,0,1,0,0,0,0,0,1,1,0,1,1,2,0,1
710,711,52000,10.858999,30,56,4130,3,1935,0,Gd,0,270,270,729,0,729,0,0,1,0,1,TA,5,None,None,0,None,0,0,0,0,0,999,4011,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1
711,712,102776,11.54030714,50,66,8712,4,1900,0,TA,0,859,859,859,319,1178,0,0,1,0,1,TA,7,Detchd,RFn,384,TA,68,0,98,0,0,2037,3960,98,1,0,1,1,1,0,1,1,0,0,1,0,0,0
712,713,189000,12.14950229,120,40,4671,8,1988,0,Gd,767,461,1228,1228,0,1228,1,0,2,0,1,Gd,5,Attchd,Fin,472,TA,168,120,0,0,0,2456,3997,120,3,0,0,1,1,0,1,1,0,1,1,2,0,2
713,714,129000,11.76756768,190,60,9873,4,1970,160,TA,789,171,960,960,0,960,1,0,1,0,1,TA,6,Detchd,Unf,576,TA,0,288,0,0,0,1920,3976,288,2,0,0,1,0,0,1,1,0,0,1,1,0,1
714,715,130500,11.77912851,60,70.04995837,13517,6,1976,289,Gd,533,192,725,725,754,1479,0,0,2,1,1,Gd,6,Attchd,RFn,475,TA,0,44,0,0,0,2204,4015,44,2.5,0,1,1,0,0,1,1,0,1,1,1,0,1
715,716,165000,12.01370075,20,78,10140,6,1974,174,TA,0,1064,1064,1350,0,1350,0,0,2,0,1,TA,7,Attchd,RFn,478,TA,0,0,0,0,0,2414,3983,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
716,717,159500,11.9797992,70,60,10800,7,1890,0,TA,0,718,718,1576,978,2554,0,0,1,1,1,TA,8,Detchd,Unf,704,TA,0,48,143,0,0,3272,4005,191,1.5,0,1,1,0,0,1,1,0,0,1,0,0,1
717,718,157000,11.96400108,20,80,10000,5,1973,0,TA,1084,92,1176,1178,0,1178,0,1,1,1,1,Gd,5,Attchd,Unf,439,TA,224,0,0,0,0,2354,4008,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1
718,719,341000,12.73963776,60,96,10542,7,1993,651,Gd,1173,138,1311,1325,1093,2418,1,0,2,1,1,Gd,9,Attchd,RFn,983,TA,250,154,216,0,0,3729,4002,370,3.5,3,1,1,1,0,1,1,0,0,1,2,0,2
719,720,128500,11.76368418,20,69,9920,5,1969,0,TA,523,448,971,971,0,971,0,0,1,1,1,TA,5,Attchd,Unf,300,TA,0,0,0,0,0,1942,3975,0,1.5,0,0,0,0,0,1,1,0,1,1,1,0,1
720,721,275000,12.52452638,120,70.04995837,6563,8,1985,0,Gd,1148,594,1742,1742,0,1742,1,0,2,0,1,Gd,5,Attchd,RFn,564,TA,114,28,234,0,0,3484,3991,262,3,0,0,1,1,0,1,1,0,1,1,2,0,2
721,722,143000,11.87059991,120,70.04995837,4426,6,2004,169,Gd,662,186,848,848,0,848,1,0,1,0,1,Gd,3,Attchd,RFn,420,TA,160,0,0,0,0,1696,4014,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
722,723,124500,11.73206099,20,70,8120,4,1970,0,TA,191,673,864,864,0,864,0,0,1,0,1,TA,5,Detchd,Unf,463,TA,0,0,0,0,0,1728,3979,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
723,724,135000,11.81303006,50,60,8172,4,1954,0,TA,0,941,941,997,473,1470,0,0,2,0,1,TA,7,Detchd,Unf,548,TA,0,0,0,0,156,2411,3980,156,2,0,1,1,0,0,1,1,0,0,1,2,0,1
724,725,320000,12.67607627,20,86,13286,9,2007,340,Ex,1234,464,1698,1698,0,1698,1,0,2,0,1,Ex,8,Attchd,Fin,768,TA,327,64,0,0,0,3396,4017,64,3,3,0,1,1,0,1,1,1,1,1,2,1,1
725,726,120500,11.69940503,20,60,6960,4,1970,0,TA,375,250,864,864,0,864,0,0,1,0,1,Gd,5,Detchd,Unf,660,TA,96,0,0,0,0,1728,3979,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1
726,727,222000,12.31043266,20,70.04995837,21695,6,1988,260,Gd,808,72,880,1680,0,1680,1,0,2,0,1,Gd,5,Attchd,Fin,540,TA,292,44,0,182,0,2560,4016,226,3,0,0,1,1,0,1,1,0,1,1,1,0,1
727,728,194500,12.17818744,20,64,7314,7,2007,82,Gd,724,508,1232,1232,0,1232,1,0,2,0,1,Gd,6,Attchd,RFn,632,TA,132,0,0,0,0,2464,4016,0,3,0,0,0,1,0,1,1,0,0,1,2,1,1
728,729,110000,11.60823564,90,85,11475,5,1958,95,TA,0,1584,1584,1776,0,1776,1,0,2,0,2,TA,9,Detchd,Unf,888,TA,0,25,0,0,0,3360,3967,25,3,3,0,1,0,0,1,1,0,0,1,1,0,1
729,730,103000,11.54248427,30,52,6240,4,1925,0,TA,152,628,780,848,0,1208,0,0,1,0,1,TA,5,Detchd,Unf,539,TA,0,23,112,0,0,1988,3959,135,1,0,0,1,0,0,1,1,0,0,1,1,0,0
730,731,236500,12.37370349,120,39,5389,8,1995,0,Gd,1180,415,1595,1616,0,1616,1,0,2,0,1,Gd,5,Attchd,RFn,608,TA,237,152,0,0,0,3211,4006,152,3,0,0,1,1,0,1,1,0,1,1,2,0,2
731,732,187500,12.14153412,80,73,9590,7,2003,442,Gd,786,82,868,1146,0,1146,1,0,2,0,1,Gd,6,Attchd,Fin,438,TA,160,22,0,0,0,2014,4010,22,3,0,0,1,1,0,1,1,1,1,1,2,0,1
732,733,222500,12.31268238,60,75,11404,7,1998,202,Gd,252,901,1153,1153,878,2031,0,0,2,1,1,Gd,8,Attchd,Fin,541,TA,192,84,0,0,0,3184,4007,84,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
733,734,131400,11.78600139,20,80,10000,5,1961,0,TA,594,270,864,1144,0,1144,1,0,1,0,1,TA,6,Attchd,RFn,264,TA,165,0,0,0,0,2008,3992,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1
734,735,108000,11.58988651,20,70.04995837,8978,5,1968,0,TA,0,948,948,948,0,948,0,0,1,0,1,TA,6,Attchd,Unf,300,TA,147,0,0,0,0,1896,3975,0,1,0,0,0,1,0,1,1,0,1,1,2,0,1
735,736,163000,12.00150548,75,60,10800,7,1914,0,TA,390,490,880,880,888,1768,0,0,1,1,1,TA,6,Detchd,Unf,320,TA,0,341,0,0,0,2648,3976,341,1.5,0,1,1,0,0,1,1,0,0,1,0,0,1
736,737,93500,11.44571672,90,60,8544,3,1950,0,TA,0,0,0,1040,0,1040,0,0,2,0,2,TA,6,Detchd,Unf,400,TA,0,0,0,0,0,1040,3956,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
737,738,239900,12.38797745,60,72,10463,8,2005,0,Gd,0,893,893,901,900,1801,0,0,2,1,1,Gd,8,Attchd,Fin,800,TA,0,116,0,0,0,2694,4011,116,2.5,3,1,1,0,0,1,1,0,1,1,2,0,1
738,739,179000,12.09514108,90,60,10800,5,1987,0,TA,1200,0,1200,1200,0,1200,3,0,3,0,1,TA,5,None,None,0,None,120,0,0,0,0,2400,3997,0,6,0,0,0,1,0,1,1,0,0,1,1,0,1
739,740,190000,12.15477935,60,65,9313,7,2004,0,Gd,0,864,864,864,864,1728,0,0,2,1,1,Gd,7,Attchd,RFn,572,TA,187,56,0,0,0,2592,4013,56,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
740,741,132000,11.7905572,70,60,9600,5,1910,0,TA,0,264,264,768,664,1432,0,0,2,0,1,TA,7,Detchd,Unf,360,TA,270,0,112,0,0,1696,4009,112,2,0,1,1,1,0,1,1,0,0,1,0,0,1
741,742,142000,11.86358234,20,65,6768,6,1961,0,TA,832,80,912,912,0,912,1,1,1,0,1,Gd,5,Detchd,Unf,288,TA,168,0,0,0,0,1824,4004,0,2.5,0,0,0,1,0,1,1,0,1,1,1,0,1
742,743,179000,12.09514108,20,65,8450,7,2000,108,TA,0,1349,1349,1349,0,1349,0,0,2,0,1,TA,6,Attchd,Unf,539,TA,120,55,0,0,0,2698,4008,55,2,0,0,1,1,0,1,1,0,0,1,2,0,1
743,744,175000,12.07254125,80,70,12886,5,1963,0,TA,444,76,520,1464,0,1464,0,1,2,0,1,TA,6,Attchd,RFn,480,TA,302,0,0,0,100,1984,4008,100,2.5,0,0,1,1,0,1,1,0,1,1,1,0,1
744,745,180000,12.10071213,120,41,5395,8,1993,0,Gd,733,604,1337,1337,0,1337,1,0,2,0,1,Gd,5,Attchd,RFn,462,TA,96,0,70,168,0,2674,4001,238,3,0,0,1,1,0,1,1,0,1,1,2,0,2
745,746,299800,12.61087086,60,70.04995837,8963,8,1976,289,Ex,575,487,1142,1175,1540,2715,0,1,3,1,1,Gd,11,BuiltIn,Fin,831,TA,0,204,0,0,0,3857,4004,204,4,0,1,1,0,0,1,1,0,1,1,1,0,1
746,747,236000,12.37158708,60,70.04995837,8795,7,2000,0,Gd,300,652,952,980,1276,2256,0,0,2,1,1,Gd,8,BuiltIn,Fin,554,TA,224,54,0,0,0,3208,4009,54,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
747,748,265979,12.49117264,70,65,11700,7,1880,0,Gd,0,1240,1240,1320,1320,2640,0,0,1,1,1,Gd,8,Detchd,Unf,864,TA,181,0,386,0,0,3880,4012,386,1.5,3,1,1,1,0,1,1,0,1,1,0,0,1
748,749,260400,12.46997419,20,59,10593,7,1996,338,Gd,919,801,1720,1720,0,1720,1,0,2,0,1,Gd,7,Attchd,Fin,527,TA,240,56,154,0,0,3440,4006,210,3,0,0,1,1,0,1,1,0,1,1,2,0,2
749,750,98000,11.49272276,50,50,8405,4,1945,0,TA,0,0,0,1088,441,1529,0,0,2,0,1,TA,9,Detchd,Unf,240,TA,92,0,185,0,0,1529,3959,185,2,0,1,1,1,0,1,0,0,0,1,0,0,1
750,751,96500,11.47729829,50,55,8800,4,1910,0,TA,0,576,576,792,348,1140,0,0,1,0,1,TA,7,None,None,0,None,0,160,0,0,0,1716,4014,160,1,0,1,1,0,0,1,1,0,0,1,0,0,1
751,752,162000,11.99535161,60,70.04995837,7750,7,2003,0,Gd,0,660,660,660,660,1320,0,0,2,1,1,Gd,6,Attchd,Fin,400,TA,0,48,0,0,0,1980,4010,48,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
752,753,217000,12.28765263,20,79,9236,6,1997,0,TA,1200,279,1479,1494,0,1494,1,0,2,0,1,Gd,6,Attchd,RFn,576,TA,168,27,0,0,0,2973,4003,27,3,0,0,1,1,0,1,1,0,1,1,2,0,1
753,754,275500,12.52634291,60,80,10240,8,2005,178,Gd,0,1030,1030,1038,1060,2098,0,0,2,1,1,Ex,8,Attchd,RFn,878,TA,192,52,0,0,0,3128,4011,52,2.5,3,1,1,1,0,1,1,0,0,1,2,0,2
754,755,156000,11.95761129,20,61,7930,6,1969,0,TA,439,115,1026,1026,0,1026,1,0,1,0,1,Gd,5,Detchd,RFn,440,TA,171,48,0,0,0,2052,4014,48,2,0,0,1,1,0,1,1,0,0,1,1,0,1
755,756,172500,12.05815252,160,34,3230,6,1999,894,TA,381,348,729,742,729,1471,0,0,2,1,1,TA,6,Detchd,Unf,440,TA,0,24,0,0,0,2200,4008,24,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
756,757,212000,12.26434155,60,68,10769,8,2007,0,Gd,20,846,866,866,902,1768,0,0,2,1,1,Gd,7,Attchd,RFn,578,TA,144,105,0,0,0,2634,4016,105,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
757,758,158900,11.97603035,60,70.04995837,11616,6,1978,328,TA,438,234,672,672,714,1386,0,0,2,1,1,TA,6,Attchd,Fin,440,TA,335,0,0,0,0,2058,3988,0,2.5,0,1,0,1,0,1,1,0,1,1,1,0,1
758,759,179400,12.09737323,160,24,2280,7,1999,360,TA,549,195,744,757,744,1501,0,0,2,1,1,TA,6,Detchd,Unf,440,TA,0,0,0,0,0,2245,4007,0,2.5,0,1,0,0,0,1,1,0,0,1,2,0,1
759,760,290000,12.5776362,60,65,12257,8,1995,513,Gd,56,1198,1318,1328,1203,2531,0,0,2,1,1,Gd,9,Attchd,RFn,752,TA,222,98,0,0,0,3849,4002,98,2.5,3,1,1,1,0,1,1,0,1,1,2,0,2
760,761,127500,11.75587164,20,70,9100,6,1959,0,TA,612,252,864,864,0,864,0,0,1,0,1,TA,5,Detchd,Unf,300,Ex,0,0,0,0,0,1728,3968,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
761,762,100000,11.51292546,30,60,6911,5,1924,0,TA,405,740,1145,1301,0,1301,0,0,1,0,1,Fa,5,Detchd,Unf,440,TA,0,0,0,0,0,2446,3959,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1
762,763,215200,12.27932311,60,72,8640,7,2009,0,TA,24,732,756,764,783,1547,0,0,2,1,1,Gd,7,Attchd,Unf,614,TA,169,45,0,0,0,2303,4019,45,2.5,0,1,1,1,0,1,1,0,0,1,2,0,1
763,764,337000,12.72783821,60,82,9430,8,1999,673,Gd,1163,89,1252,1268,1097,2365,1,0,2,1,1,Gd,8,Attchd,RFn,856,TA,0,128,0,0,180,3617,4008,308,3.5,3,1,1,0,0,1,1,0,0,1,2,0,2
764,765,270000,12.50617724,120,30,9549,8,1995,0,Gd,437,0,1494,1494,0,1494,1,0,1,1,1,Ex,6,Attchd,Fin,481,TA,0,30,0,0,216,2988,4002,246,2.5,0,0,1,0,0,1,1,0,1,1,2,0,1
765,766,264132,12.48420426,20,75,14587,9,2008,284,Gd,0,1498,1498,1506,0,1506,0,0,2,0,1,Ex,6,Attchd,Fin,592,TA,0,174,0,0,0,3004,4016,174,2,0,0,1,0,0,1,1,0,1,1,2,1,1
766,767,196500,12.18841771,60,80,10421,7,1988,42,TA,394,586,980,980,734,1714,0,0,2,1,1,TA,7,Attchd,Unf,496,TA,228,66,156,0,0,2694,3998,222,2.5,0,1,1,1,0,1,1,0,0,1,1,0,1
767,768,160000,11.98292909,50,75,12508,6,1940,0,TA,660,323,983,983,767,1750,1,0,2,0,1,TA,7,Attchd,Unf,423,TA,245,0,156,0,0,2733,3993,156,3,0,1,1,1,0,1,1,0,1,1,1,0,1
768,769,216837,12.2869012,20,70,9100,7,2004,0,Gd,24,1836,1860,1836,0,1836,0,0,2,0,1,Gd,8,Attchd,Fin,484,TA,120,33,0,0,0,3696,4011,33,2,0,0,1,1,0,1,1,0,0,1,2,0,1
769,770,538000,13.19561384,60,47,53504,8,2003,603,Ex,1416,234,1650,1690,1589,3279,1,0,3,1,1,Ex,12,BuiltIn,Fin,841,TA,503,36,0,0,210,4929,4013,246,4.5,3,1,1,1,0,1,1,0,1,1,2,0,2
770,771,134900,11.81228904,85,70.04995837,7252,5,1982,0,TA,685,173,858,858,0,858,1,0,1,0,1,TA,5,Detchd,Unf,576,TA,120,0,0,0,0,1716,3991,0,2,0,0,0,1,0,1,1,0,1,1,1,0,1
771,772,102000,11.53272809,20,67,8877,4,1951,0,TA,836,0,836,1220,0,1220,0,0,1,0,1,TA,6,Detchd,Unf,396,TA,0,0,0,0,0,2056,3957,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
772,773,107000,11.58058411,80,94,7819,6,1976,0,TA,422,480,1029,1117,0,1117,1,0,1,0,1,TA,6,Detchd,Unf,672,TA,144,0,0,0,0,2146,3986,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1
773,774,114500,11.6483301,20,70,10150,5,1958,1,TA,456,456,912,912,0,912,0,0,1,0,1,TA,5,Attchd,RFn,275,TA,0,0,0,0,0,1824,3965,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
774,775,395000,12.88664104,20,110,14226,8,2006,375,Gd,0,1935,1935,1973,0,1973,0,0,2,0,1,Gd,9,Attchd,Fin,895,TA,315,45,0,0,0,3908,4013,45,2,3,0,1,1,0,1,1,0,0,1,2,0,2
775,776,162000,11.99535161,120,32,4500,6,1998,320,TA,866,338,1204,1204,0,1204,1,0,2,0,1,TA,5,Attchd,Fin,412,TA,0,247,0,0,0,2408,4007,247,3,0,0,1,0,0,1,1,1,0,1,2,0,1
776,777,221500,12.30817787,20,86,11210,7,2005,240,Gd,20,1594,1614,1614,0,1614,0,0,2,0,1,Gd,7,Attchd,RFn,865,TA,144,59,0,0,0,3228,4012,59,2,3,0,1,1,0,1,1,0,1,1,2,0,1
777,778,142500,11.86709728,20,100,13350,5,1974,0,TA,762,102,864,894,0,894,1,0,1,0,1,TA,5,Attchd,Unf,440,TA,241,0,0,0,0,1758,3980,0,2,0,0,0,1,0,1,1,0,1,1,1,0,1
778,779,144000,11.87756858,90,60,8400,5,1977,320,TA,0,0,0,2020,0,2020,0,0,2,0,2,TA,10,Detchd,Unf,630,TA,0,0,0,0,0,2020,3984,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1
779,780,135000,11.81303006,90,78,10530,6,1977,90,TA,975,0,975,1004,0,1004,1,0,1,0,1,TA,4,Attchd,Unf,504,TA,0,0,0,0,0,1979,3983,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
780,781,176000,12.07823927,20,63,7875,7,1995,38,TA,0,1237,1237,1253,0,1253,0,0,2,0,1,TA,6,Attchd,Fin,402,TA,220,21,0,0,0,2490,4003,21,2,0,0,1,1,0,1,1,0,0,1,2,0,1
781,782,175900,12.07767093,60,65,7153,6,1992,0,Gd,387,374,761,810,793,1603,0,0,2,1,1,Gd,7,Attchd,RFn,484,TA,0,124,0,0,0,2364,3998,124,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
782,783,187100,12.13939851,20,67,16285,7,2001,0,Gd,0,1413,1413,1430,0,1430,0,0,2,0,1,Gd,6,Attchd,RFn,605,TA,0,33,0,0,0,2843,4011,33,2,0,0,1,0,0,1,1,0,1,1,2,0,1
783,784,165500,12.01672647,85,70.04995837,9101,5,1978,104,TA,1097,0,1097,1110,0,1110,1,0,1,0,1,Gd,4,Attchd,Fin,602,TA,303,30,0,0,0,2207,3987,30,2,0,0,1,1,0,1,1,0,1,1,2,0,1
784,785,128000,11.75978554,75,35,6300,6,1914,0,TA,0,742,742,742,742,1484,0,0,2,0,1,TA,9,None,None,0,None,0,291,134,0,0,2226,4009,425,2,0,1,1,0,0,1,1,0,0,1,1,0,1
785,786,161500,11.99226042,20,70.04995837,9790,6,1967,0,TA,251,491,1372,1342,0,1342,0,0,2,0,1,TA,7,Attchd,Unf,457,TA,0,0,0,0,197,2714,3976,197,2,0,0,1,0,0,1,1,0,0,1,1,0,1
786,787,139000,11.84222921,50,60,10800,5,1915,0,TA,686,0,686,966,686,1652,1,0,2,0,1,TA,7,Detchd,Unf,416,TA,0,0,196,0,0,2338,3960,196,3,0,1,1,0,0,1,1,0,0,1,2,0,1
787,788,233000,12.35879373,60,76,10142,7,2004,0,Gd,656,300,956,956,1128,2084,1,0,2,1,1,Gd,8,BuiltIn,RFn,618,TA,0,45,0,0,0,3040,4014,45,3.5,0,1,1,0,0,1,1,0,1,1,2,0,1
788,789,107900,11.58896015,20,50,6000,4,1954,0,TA,0,901,901,901,0,901,0,0,1,0,1,TA,4,Detchd,Unf,281,Fa,0,0,0,0,0,1802,4008,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
789,790,187500,12.14153412,60,70.04995837,12205,6,1966,157,TA,568,264,832,976,1111,2087,0,0,2,1,1,Gd,9,Attchd,Fin,444,TA,133,168,0,0,0,2919,4014,168,2.5,0,1,1,1,0,1,1,0,1,1,1,0,1
790,791,160200,11.98417831,120,43,3182,7,2005,11,Gd,16,1129,1145,1145,0,1145,0,0,2,0,1,Gd,5,Attchd,Fin,397,TA,100,16,0,0,0,2290,4015,16,2,0,0,1,1,0,1,1,0,0,1,2,0,1
791,792,146800,11.8968264,80,70.04995837,11333,6,1976,0,TA,539,490,1029,1062,0,1062,1,0,1,0,1,TA,5,Attchd,RFn,539,TA,120,0,0,0,0,2091,3983,0,2,0,0,0,1,0,1,1,0,1,1,2,0,1
