,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,PoolQC,Fence,MiscFeature,SalePrice_log,SalePrice
450,TA,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,Fa,None,None,None,11.608235644774552,110000
451,Gd,TA,Gd,ALQ,Unf,TA,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.542544882151386,280000
452,Ex,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,12.225875272826354,204000
453,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.254862809699606,210000
454,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,12.144197241812087,188000
455,TA,TA,No,ALQ,Unf,Fa,Y,TA,Typ,TA,Unf,TA,None,None,None,12.075394321888057,175500
456,TA,TA,No,Unf,Unf,Fa,N,TA,Typ,None,Unf,Fa,None,None,None,11.49272275765271,98000
457,Gd,TA,Gd,BLQ,Unf,Ex,Y,Gd,Min1,Gd,Fin,TA,None,None,None,12.4529327234617,256000
458,TA,TA,No,Unf,Unf,Fa,Y,Gd,Typ,Gd,Unf,TA,None,MnPrv,None,11.9891596439666,161000
459,TA,TA,No,LwQ,Unf,TA,Y,Gd,Typ,TA,Unf,TA,None,None,None,11.608235644774552,110000
460,Gd,TA,No,GLQ,Unf,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,12.481561937216318,263435
461,Gd,Gd,No,ALQ,BLQ,Ex,Y,Gd,Typ,None,RFn,TA,None,MnPrv,None,11.951180395901384,155000
462,TA,TA,No,Rec,BLQ,Gd,Y,TA,Typ,Po,Unf,TA,None,GdWo,None,11.041048081342682,62383
463,TA,TA,No,LwQ,Unf,Fa,Y,TA,Typ,Gd,Unf,TA,None,None,None,12.147913731356642,188700
464,Gd,TA,No,Rec,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,11.728036844587175,124000
465,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.093687514935382,178740
466,TA,Gd,Gd,GLQ,Unf,TA,Y,TA,Typ,Po,Unf,TA,None,GdWo,None,12.025749091398891,167000
467,TA,TA,No,LwQ,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,None,None,11.894780707439258,146500
468,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.429216196844383,250000
469,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.138863895836725,187000
470,Gd,TA,Av,GLQ,BLQ,TA,Y,Gd,Typ,None,RFn,TA,None,None,None,12.26434155365415,212000
471,Gd,TA,No,Unf,Unf,TA,Y,TA,Typ,Gd,RFn,TA,None,None,None,12.154779351142624,190000
472,Gd,TA,Gd,GLQ,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,None,None,11.904967552746252,148000
473,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Ex,RFn,TA,None,None,None,12.994530005894443,440000
474,Gd,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,None,RFn,TA,None,None,None,12.43320821811392,251000
475,TA,TA,No,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.794337924408413,132500
476,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.249610947544657,208900
477,Gd,TA,Av,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.84792653170257,380000
478,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.601487417784837,297000
479,Fa,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.401669829409995,89471
480,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.694652660348845,326000
481,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.832011076396668,374000
482,TA,TA,No,ALQ,Unf,Ex,Y,Ex,Min2,Gd,Unf,Fa,None,None,None,11.951180395901384,155000
483,Ex,TA,No,GLQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,12.007621706806335,164000
484,TA,TA,No,ALQ,Unf,Gd,Y,Gd,Typ,None,Unf,TA,None,None,None,11.794337924408413,132500
485,TA,TA,No,ALQ,Unf,Gd,Y,Gd,Typ,Gd,Unf,TA,None,None,None,11.898187865760873,147000
486,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,RFn,TA,None,None,None,11.957611286231675,156000
487,Gd,TA,Av,ALQ,Unf,Gd,Y,TA,Typ,TA,Unf,TA,None,None,None,12.072541252905651,175000
488,TA,Fa,No,BLQ,Unf,TA,N,TA,Mod,Gd,Unf,Fa,None,None,None,11.982929094215963,160000
489,Gd,TA,Av,GLQ,Unf,TA,Y,Gd,Typ,None,Unf,TA,None,None,None,11.362102575235644,86000
490,Gd,TA,Mn,Unf,Unf,TA,Y,TA,Typ,Gd,Fin,TA,None,None,None,11.652687407345388,115000
491,TA,TA,No,BLQ,Rec,TA,Y,Fa,Typ,TA,Unf,TA,None,MnPrv,None,11.79810440720389,133000
492,Gd,TA,No,Unf,Unf,Gd,Y,TA,Typ,None,RFn,TA,None,None,None,12.059803326028716,172785
493,TA,TA,No,BLQ,LwQ,TA,Y,TA,Typ,Fa,Unf,TA,None,None,None,11.951180395901384,155000
494,Fa,TA,No,Unf,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.421906066583059,91300
495,TA,TA,No,Rec,Unf,TA,N,TA,Typ,None,None,None,None,GdWo,None,10.460242108190519,34900
496,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.971540487669746,430000
497,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,GdPrv,None,12.122691036591123,184000
498,TA,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,MnPrv,None,11.77528972943772,130000
499,TA,TA,No,BLQ,LwQ,Fa,Y,TA,Typ,None,Fin,TA,None,MnWw,Shed,11.695247021764184,120000
500,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.635143097694478,113000
501,Gd,TA,No,GLQ,Unf,Gd,Y,Gd,Typ,None,RFn,TA,None,None,None,12.33138283649562,226700
502,TA,TA,No,ALQ,GLQ,Ex,Y,TA,Typ,None,Unf,Fa,None,GdPrv,Shed,11.84939770159144,140000
503,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,TA,Fin,TA,None,GdWo,None,12.57418196709457,289000
504,TA,TA,No,ALQ,Rec,TA,Y,TA,Typ,Fa,Unf,TA,None,None,None,11.898187865760873,147000
505,TA,TA,No,Unf,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.732060994886899,124500
506,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.2783933071098,215000
507,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.246734627249063,208300
508,TA,TA,No,Rec,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,None,None,11.9891596439666,161000
509,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,11.732060994886899,124500
510,TA,TA,No,BLQ,Rec,Ex,Y,TA,Min1,TA,Unf,TA,None,None,Shed,12.01309450854769,164900
511,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.219309648562168,202665
512,TA,TA,No,BLQ,LwQ,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.77452020265869,129900
513,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.805595078933049,134000
514,TA,TA,No,Unf,Unf,Fa,N,TA,Typ,None,Unf,Po,None,MnPrv,None,11.477298287327077,96500
515,Ex,TA,No,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.906346868281233,402861
516,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,GdPrv,None,11.970350312009105,158000
517,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.487485104968359,265000
518,Gd,TA,Mn,GLQ,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,12.259613412458204,211000
519,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,MnPrv,None,12.363076394339839,234000
520,None,None,None,None,None,TA,N,TA,Typ,None,None,None,None,None,None,11.573550086786664,106250
521,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.918390573078392,150000
522,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.976659481202368,159000
523,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.126758838810447,184750
524,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.662706040212738,315750
525,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.078239274020289,176000
526,Gd,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.790557201568507,132000
527,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,13.008659261632127,446261
528,TA,TA,Mn,ALQ,Unf,Ex,Y,TA,Typ,None,None,None,None,None,None,11.362102575235644,86000
529,TA,TA,No,Rec,Unf,TA,Y,TA,Maj1,TA,RFn,TA,None,None,None,12.209187788430318,200624
530,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Fa,RFn,TA,None,None,None,12.072541252905651,175000
531,Fa,Fa,Mn,Unf,Unf,Ex,Y,TA,Typ,None,Fin,Fa,None,None,None,11.759785542901755,128000
532,None,None,None,None,None,Ex,Y,TA,Mod,Po,Unf,TA,None,None,None,11.585246126549855,107500
533,None,None,None,None,None,Fa,N,Fa,Typ,None,None,None,None,None,None,10.578979797857352,39300
534,Ex,Gd,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.089538829274222,178000
535,Gd,TA,Gd,GLQ,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,11.585246126549855,107500
536,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.144197241812087,188000
537,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnWw,None,11.619535200028487,111250
538,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,Fa,Unf,TA,None,None,None,11.970350312009105,158000
539,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,MnPrv,Shed,12.513557345278134,272000
540,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.66032791780777,315000
541,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.421184025147118,248000
542,Ex,TA,No,LwQ,GLQ,Ex,Y,Gd,Maj1,TA,Fin,TA,None,None,None,12.270220465353926,213250
543,Gd,TA,Av,GLQ,LwQ,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,11.79810440720389,133000
544,Gd,Gd,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.09884928474215,179665
545,Gd,Gd,No,GLQ,LwQ,Gd,Y,Gd,Typ,None,Unf,TA,None,None,None,12.341477282536376,229000
546,Gd,TA,No,Rec,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,12.254862809699606,210000
547,Gd,TA,Av,ALQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.771436160121729,129500
548,TA,TA,No,LwQ,Rec,TA,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,11.736069016284437,125000
549,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.479909311159902,263000
550,Gd,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,RFn,TA,None,None,None,11.84939770159144,140000
551,TA,TA,No,Rec,Unf,Gd,Y,TA,Typ,None,Fin,TA,None,None,None,11.630708500626612,112500
552,Ex,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.450977688625896,255500
553,None,None,None,None,None,Ex,Y,Gd,Typ,None,Fin,TA,None,MnPrv,None,11.589886506106357,108000
554,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.556729517143344,284000
555,TA,Fa,No,Unf,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.635143097694478,113000
556,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,TA,Fin,TA,None,MnWw,None,11.856515169360305,141000
557,TA,TA,No,Rec,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.589886506106357,108000
558,Gd,TA,Gd,GLQ,Unf,Ex,Y,TA,Typ,TA,Unf,TA,None,None,None,12.072541252905651,175000
559,Gd,TA,Gd,Unf,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.363076394339839,234000
560,Gd,TA,No,ALQ,Unf,TA,Y,TA,Mod,Gd,Unf,TA,None,None,None,11.70766954176274,121500
561,Gd,TA,Av,ALQ,LwQ,Gd,Y,TA,Typ,TA,RFn,TA,None,None,None,12.043553716032399,170000
562,TA,TA,No,BLQ,Unf,Ex,Y,TA,Typ,Gd,None,None,None,None,None,11.589886506106357,108000
563,Gd,TA,Mn,Unf,Unf,Ex,Y,TA,Typ,Gd,Fin,TA,None,None,None,12.128111104060462,185000
564,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.498742259492994,268000
565,Gd,TA,No,Unf,Unf,TA,N,Fa,Typ,None,Unf,TA,None,None,None,11.759785542901755,128000
566,Gd,Gd,No,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.691580461311874,325000
567,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.273731294003989,214000
568,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Min2,Gd,Fin,TA,None,None,None,12.66539442642905,316600
569,Gd,TA,Gd,GLQ,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,None,None,11.820116003810051,135960
570,TA,TA,No,LwQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.867798786962332,142600
571,TA,TA,No,BLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.695247021764184,120000
572,Ex,TA,Av,Unf,Unf,Gd,Y,Gd,Typ,None,RFn,TA,None,None,None,12.321630986164447,224500
573,Gd,TA,No,Unf,Unf,Ex,Y,TA,Typ,TA,RFn,TA,None,None,None,12.043553716032399,170000
574,TA,TA,Av,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,GdWo,None,11.842229212112828,139000
575,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.682668239557323,118500
576,TA,TA,No,Unf,Unf,Gd,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.884489021402711,145000
577,TA,TA,Av,LwQ,ALQ,Ex,Y,TA,Typ,Fa,RFn,TA,None,None,None,12.010665849187564,164500
578,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.891361900690473,146000
579,TA,TA,No,Unf,Unf,Ex,N,TA,Typ,None,Unf,TA,None,None,None,11.786762130599957,131500
580,TA,TA,No,BLQ,Rec,Ex,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.111212364506214,181900
581,Ex,TA,No,Unf,Unf,Ex,Y,Ex,Typ,Gd,RFn,TA,None,None,None,12.442302200392747,253293
582,Gd,TA,Av,GLQ,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,11.682668239557323,118500
583,TA,TA,No,Unf,Unf,Gd,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.691580461311874,325000
584,TA,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.79810440720389,133000
585,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.820987977820545,369900
586,TA,Gd,Mn,Rec,ALQ,Ex,Y,Fa,Typ,None,Fin,TA,None,MnWw,None,11.77528972943772,130000
587,TA,TA,Av,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.827736204810263,137000
588,TA,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Unf,TA,None,None,None,11.870599909242044,143000
589,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,Shed,11.283512300642423,79500
590,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.132964173709535,185900
591,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,RFn,TA,None,None,None,13.021326833226556,451950
592,TA,Gd,No,GLQ,Unf,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,11.835008964139341,138000
593,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,11.84939770159144,140000
594,Gd,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.608235644774552,110000
595,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.672946381766982,319000
596,TA,TA,No,Unf,Unf,Ex,N,TA,Typ,None,Unf,Fa,None,None,None,11.648365035864053,114504
597,Ex,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.17664898415669,194201
598,Gd,TA,Mn,ALQ,LwQ,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.289954129510877,217500
599,Gd,TA,No,LwQ,GLQ,TA,Y,TA,Typ,TA,Fin,TA,None,GdPrv,None,11.925035115797062,151000
600,Gd,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.524526376648708,275000
601,TA,TA,No,Unf,Unf,TA,Y,Gd,Typ,Gd,Unf,TA,None,None,None,11.856515169360305,141000
602,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.301382825334498,220000
603,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,11.925035115797062,151000
604,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.30591798049989,221000
605,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,Fa,Unf,TA,None,None,None,12.230765258120545,205000
606,Gd,TA,No,GLQ,Unf,Gd,Y,Gd,Typ,None,Unf,TA,None,GdPrv,None,11.931635799828413,152000
607,TA,Gd,No,GLQ,Unf,Ex,Y,Ex,Typ,None,Unf,TA,None,None,None,12.323855681186558,225000
608,Gd,TA,Mn,BLQ,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,12.791356180214175,359100
609,TA,TA,Mn,Rec,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.682668239557323,118500
610,Ex,TA,Mn,GLQ,Unf,Ex,Y,Ex,Typ,Ex,Fin,TA,None,None,None,12.65395846952229,313000
611,Gd,TA,Av,ALQ,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,MnPrv,Shed,11.904967552746252,148000
612,Gd,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,TA,RFn,TA,None,None,None,12.474189562487116,261500
613,Gd,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,None,None,None,None,None,11.898187865760873,147000
614,Gd,TA,Av,LwQ,GLQ,Ex,Y,TA,Typ,None,None,None,None,None,None,11.231887935237117,75500
615,TA,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,MnPrv,None,11.831379196088763,137500
616,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.118333731222167,183200
617,TA,TA,No,Unf,Unf,Gd,Y,Gd,Typ,None,Unf,TA,None,None,None,11.566466231898259,105500
618,Ex,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.659734090733718,314813
619,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.628067055589549,305000
620,TA,TA,No,BLQ,Unf,TA,N,TA,Typ,None,None,None,None,None,None,11.112447898373103,67000
621,TA,TA,No,ALQ,Rec,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,12.388394202324129,240000
622,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.813030057420567,135000
623,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.034691028774553,168500
624,TA,TA,No,Rec,Unf,Gd,Y,TA,Min2,TA,RFn,TA,None,None,None,12.014609430818936,165150
625,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.982929094215963,160000
626,TA,TA,No,Unf,Unf,TA,Y,TA,Min1,TA,RFn,TA,None,GdWo,Shed,11.848683160653573,139900
627,TA,TA,Av,BLQ,LwQ,Ex,Y,TA,Typ,Gd,RFn,TA,None,None,None,11.938193200374572,153000
628,Gd,TA,Av,Rec,Unf,TA,Y,Fa,Typ,TA,Unf,TA,None,None,None,11.813030057420567,135000
629,TA,TA,Gd,GLQ,Rec,TA,Y,TA,Typ,None,RFn,TA,None,GdPrv,None,12.034691028774553,168500
630,Fa,Fa,No,Unf,Unf,TA,Y,Ex,Typ,None,Unf,Po,None,MnPrv,None,11.728036844587175,124000
631,Gd,Gd,Mn,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.25247901834433,209500
632,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,TA,Fin,TA,None,None,None,11.320553572322773,82500
633,TA,TA,No,BLQ,LwQ,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.845102777308561,139400
634,TA,TA,No,GLQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,GdPrv,Shed,11.877568578558138,144000
635,TA,Fa,No,LwQ,Unf,Ex,Y,Fa,Typ,None,None,None,None,None,None,12.206072645530174,200000
636,TA,Fa,No,Unf,Unf,Fa,N,Fa,Maj1,Po,None,None,None,None,None,11.002099841204238,60000
637,TA,TA,No,Unf,Unf,TA,Y,Gd,Typ,None,Unf,TA,None,None,None,11.440354772135393,93000
638,Fa,TA,No,Unf,Unf,Gd,Y,TA,Typ,None,None,None,None,MnPrv,None,11.350406535472453,85000
639,Gd,Gd,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.485827127509431,264561
640,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,RFn,TA,None,None,None,12.520883385370206,274000
641,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.328290278254423,226000
642,Gd,TA,Gd,GLQ,Unf,Gd,Y,Ex,Typ,TA,Fin,TA,None,MnPrv,None,12.751299696013497,345000
643,TA,TA,No,Rec,BLQ,Ex,Y,TA,Min1,None,Fin,TA,None,GdWo,None,11.931635799828413,152000
644,Ex,TA,Mn,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.823628446539173,370878
645,TA,TA,No,ALQ,LwQ,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.872346634576987,143250
646,None,None,None,None,None,Gd,Y,TA,Min1,None,Unf,TA,None,None,None,11.495779306135258,98300
647,TA,TA,Mn,Rec,Unf,Ex,Y,TA,Typ,Gd,RFn,TA,None,None,None,11.951180395901384,155000
648,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,None,None,11.951180395901384,155000
649,Gd,TA,Av,BLQ,GLQ,Gd,Y,TA,Typ,None,None,None,None,MnPrv,None,11.344506813345266,84500
650,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.235388699864227,205950
651,TA,TA,Mn,Unf,Unf,TA,Y,TA,Typ,Gd,Unf,Po,None,MnPrv,None,11.589886506106357,108000
652,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.160028707028767,191000
653,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.813030057420567,135000
654,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.765688433465597,350000
655,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.385092093460344,88000
656,TA,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,MnPrv,None,11.887931365593685,145500
657,Gd,TA,No,Unf,Unf,TA,Y,TA,Typ,Gd,RFn,TA,None,MnPrv,None,11.911701584927597,149000
658,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.487607656985938,97500
659,TA,TA,No,BLQ,Unf,Ex,Y,TA,Typ,None,Fin,TA,None,MnPrv,None,12.025749091398891,167000
660,Gd,TA,No,Unf,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,12.195517131590657,197900
661,Gd,Gd,No,GLQ,Rec,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.904207367601158,402000
662,Fa,Fa,No,Unf,Unf,Gd,Y,TA,Maj2,TA,RFn,TA,None,None,None,11.608235644774552,110000
663,Gd,TA,Av,BLQ,Rec,TA,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,11.831379196088763,137500
664,Ex,TA,Mn,GLQ,Unf,Ex,Y,Ex,Typ,Ex,Fin,TA,None,None,None,12.955127458028414,423000
665,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.348006141418841,230500
666,Gd,TA,No,LwQ,Rec,TA,Y,TA,Sev,Po,Unf,TA,None,None,None,11.76756768334381,129000
667,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Fa,RFn,TA,None,None,None,12.173032791451973,193500
668,TA,TA,No,Rec,Unf,Gd,Y,TA,Min2,TA,Unf,TA,None,None,None,12.031719258385396,168000
669,Fa,TA,No,Unf,Unf,Ex,Y,Fa,Typ,Gd,Unf,Fa,None,None,None,11.831379196088763,137500
670,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.063932878369052,173500
671,TA,TA,No,BLQ,Unf,TA,N,TA,Typ,None,Unf,TA,None,None,None,11.54829260880752,103600
672,Gd,TA,No,ALQ,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,12.013700752882718,165000
673,TA,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.458774999085929,257500
674,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,Gd,RFn,TA,None,None,None,11.84939770159144,140000
675,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,None,None,11.908340237224891,148500
